Video ID,News Channel,Comment ID,Comment,Published At,Likes,Sentiment
LP5yA5GEZoQ,FOX,Ugwu4Gz9nuJHeCevs_x4AaABAg,"Thank you for sacrificiing for this Country again. I hope you really mean this. You are NOT PRESIDENT REAGAN, BUT HE WILL HELP YOU IF YOU ARE TRUE TO HIM AND TO THIS USA!!!",2022-11-16T03:16:33Z,9,0.9328
LP5yA5GEZoQ,FOX,UgxR30AMOQqIAipJtp14AaABAg,Trump 24,2022-11-16T03:16:33Z,0,0.0
LP5yA5GEZoQ,FOX,Ugy82WKQBgzH9lCmnKp4AaABAg,Idiot leading Idiots!,2022-11-16T03:16:31Z,0,-0.5562
LP5yA5GEZoQ,FOX,UgxZwJAL5Mck3FHIYax4AaABAg,America. Americans. Bless you,2022-11-16T03:16:28Z,0,0.4215
LP5yA5GEZoQ,FOX,UgwIyFDaZMKH4Jpgi2d4AaABAg,Trumpus maximums is back,2022-11-16T03:16:27Z,0,0.0
LP5yA5GEZoQ,FOX,UgwW3x0ocHaNW2NZlH14AaABAg,Republicans gonna lose big time.  Independents and moderates don't want trump. See midterms.  The only chance they have is to convince DeSantis to go as vp. And then he can get 2028 and 2032 as president.,2022-11-16T03:16:25Z,1,0.0201
LP5yA5GEZoQ,FOX,UgxivnayAZscgUNdEqx4AaABAg,He is the President,2022-11-16T03:16:22Z,1,0.0
LP5yA5GEZoQ,FOX,Ugz7ZHPtRIwAgd5fB0N4AaABAg,"Knew that for over a year. On an interview he was asked if he would run again. His response. The only way I won't is if the doctor tell me I can't.

Now let's see what dems are gonna dream up next",2022-11-16T03:16:22Z,25,0.25
LP5yA5GEZoQ,FOX,Ugy-a1asLJztqZFT6fF4AaABAg,The truth is the real Republicans and America are embarrassed of Trump ! What party is he running under because he burned the brides in democratic and Republican ! 🤔😱,2022-11-16T03:16:21Z,1,0.4738
LP5yA5GEZoQ,FOX,Ugzg1j33CppFhu5hpNN4AaABAg,"Former President Trump.
You loved 🇺🇸 country. 
I ♥️ you President Trump.",2022-11-16T03:16:20Z,0,0.5994
LP5yA5GEZoQ,FOX,Ugyf2OEi8GPL4QRVXMp4AaABAg,That's what a true present sound like. I can't wait to see him back in the White House.,2022-11-16T03:16:20Z,20,0.6486
LP5yA5GEZoQ,FOX,Ugz5A9rK4I1EgtUHYrJ4AaABAg,"Honestly, I’m looking at DeSantis right now. He’s either looking at his options to primary the man, or tack on as VP. Either route would be good for him, and a potential path to the White House. I don’t know man, the mid terms were a referendum on Trump, and he unites the left a bit too much for my taste.",2022-11-16T03:16:16Z,69,0.7096
LP5yA5GEZoQ,FOX,Ugz36pa0Cyl4ecnu5t14AaABAg,"Clear audible speech, no fumbling or yelling into the camera..",2022-11-16T03:16:16Z,0,0.1027
LP5yA5GEZoQ,FOX,Ugy6yQyyV6NUqIU9sZ94AaABAg,How will he run his campaign from another country?,2022-11-16T03:16:16Z,0,0.0
LP5yA5GEZoQ,FOX,Ugzz77sZ7zTM1Lbr-2t4AaABAg,The destruction of the republicans continues 😂 🎉,2022-11-16T03:16:14Z,0,-0.5719
